category,name,main_price,has_multiple_markets,market_count,prices,average_price,min_price,max_price
Meyve ve Sebze,Salatalık,49.5,True,+3 Market,"[38.0, 39.9]",38.95,38.0,39.9
Meyve ve Sebze,Roka,17.5,False,,[],,,
Meyve ve Sebze,Garliko Kurutulmuş Dolmalık Patlıcan,99.9,False,,[],,,
Meyve ve Sebze,Mısır Haşlanmış Paket,69.0,False,,[],,,
Meyve ve Sebze,Mango Adet,44.95,False,,[],,,
Meyve ve Sebze,Semizotu Adet Işl.,46.95,False,,[],,,
Meyve ve Sebze,Roka Adet,14.95,False,,[],,,
Meyve ve Sebze,Çilek Paket,135.0,False,,[],,,
Meyve ve Sebze,Pırasa Paket,47.5,False,,[],,,
Meyve ve Sebze,Pancar Haşlanmış Paket,75.0,False,,[],,,
Meyve ve Sebze,Kabak Helvacı Muscat,19.95,False,,[],,,
Meyve ve Sebze,Domates Kokteyl Paket,45.9,False,,[],,,
Meyve ve Sebze,Mandalina,38.0,True,+1 Market,"[38.0, 39.9]",38.95,38.0,39.9
Meyve ve Sebze,Biber Kapya 400 Gr Adtet,44.9,False,,[],,,
Meyve ve Sebze,Soğan Taze Demet Işl.,44.95,False,,[],,,
Meyve ve Sebze,Dereotu  Adet,19.95,False,,[],,,
Meyve ve Sebze,Pırasa Paket,47.5,False,,[],,,
Meyve ve Sebze,Elma Granny,49.9,True,+1 Market,"[49.9, 49.9]",49.9,49.9,49.9
Meyve ve Sebze,Armut Santa Marıa,54.9,False,,[],,,
Meyve ve Sebze,Domates Pembe ,49.95,False,,[],,,
Meyve ve Sebze,Elma Starking Atıştırmalık,29.0,False,,[],,,
Meyve ve Sebze,Lahana Beyaz Adet,89.95,False,,[],,,
Meyve ve Sebze,Elma Granny Smith,45.0,False,,[],,,
Meyve ve Sebze,Portakal Sıkma ,27.9,False,,[],,,
Meyve ve Sebze,Salatalık Çengelköy,84.5,False,,[],,,
Meyve ve Sebze,Salatalık Çengelköy Paket,49.5,False,,[],,,
Meyve ve Sebze,Kabak Helvacı Muscat,19.95,False,,[],,,
Meyve ve Sebze,Domates Kokteyl,69.95,False,,[],,,
Meyve ve Sebze,Papaz Erik,69.9,False,,[],,,
Meyve ve Sebze,Ispanak ,39.5,False,,[],,,
Meyve ve Sebze,Ispanak Paket,49.5,False,,[],,,
Meyve ve Sebze,Roka,17.5,False,,[],,,
Meyve ve Sebze,Zencefil Paket,69.5,False,,[],,,
Meyve ve Sebze,Patlıcan Bostan,94.95,False,,[],,,
Meyve ve Sebze,Taşköprü Sarımsağı File ,249.95,False,,[],,,
Meyve ve Sebze,Kuru Biber Paket,89.5,False,,[],,,
Meyve ve Sebze,Muz Yerli ,67.9,True,+3 Market,"[24.95, 29.9, 32.9]",29.25,24.95,32.9
Meyve ve Sebze,Zerdeçal Paket,59.9,False,,[],,,
Meyve ve Sebze,Salamura Asma Yaprak,119.9,False,,[],,,
Meyve ve Sebze,Kırmızı Kapya Biber Paket,39.9,False,,[],,,
Meyve ve Sebze,Domates Kahvaltılık,49.5,False,,[],,,
Meyve ve Sebze,Nane,19.5,False,,[],,,
Meyve ve Sebze,Salata Atom Adet ,52.95,False,,[],,,
Meyve ve Sebze,Soğan Beyaz Paket,39.5,False,,[],,,
Meyve ve Sebze,Göbek Ekonomik Adet,12.95,False,,[],,,
Meyve ve Sebze,Kabak Sakız Paket,54.95,False,,[],,,
Meyve ve Sebze,Dolmalık Biber,64.9,True,+1 Market,"[24.95, 29.9, 32.9]",29.25,24.95,32.9
Meyve ve Sebze,Lahana Kırmızı,59.95,False,,[],,,
Meyve ve Sebze,Domates Şeker,43.5,False,,[],,,
Meyve ve Sebze,Kıl Sivri Biber,139.95,False,,[],,,
Meyve ve Sebze,Marul Göbek,52.9,False,,[],,,
Meyve ve Sebze,Elma Starking Atıştırmalık,29.0,False,,[],,,
Meyve ve Sebze,Havuç ,24.95,True,+2 Market,"[24.95, 29.9, 32.9]",29.25,24.95,32.9
Meyve ve Sebze,Pazı Demet,29.5,False,,[],,,
Meyve ve Sebze,Galya Kavun,34.9,False,,[],,,
Meyve ve Sebze,Salata Kıvırcık,29.9,False,,[],,,
Meyve ve Sebze,Soğan Yeşil Demet ,34.95,False,,[],,,
Meyve ve Sebze,Karnabahar,29.95,True,+1 Market,"[29.95, 34.9]",32.425,29.95,34.9
Meyve ve Sebze,Cennet Hurma Kuru 500 Gr,189.95,False,,[],,,
Meyve ve Sebze,Zencefil Paket,59.9,False,,[],,,
Meyve ve Sebze,Dereotu,17.9,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Sucuk Piliç 250 Gr Vakumlu Kangal Doyfarm,42.5,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Salam Piliç 1000 Gr,69.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Kavurma Dana 150 Gr Baştacı,125.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Dana Kuşbaşı 500 Gr,254.9,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Maret Hindi Füme 110 Gr,66.9,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Dana Antrikot,759.9,True,+1 Market,"[759.9, 849.0]",804.45,759.9,849.0
"Et, Tavuk ve Bal%C4%B1k",Banvit Bonfile Göğüs,234.5,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Apikoğlu Parmak Sucuk 200 Gr,199.9,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Banvit Piliç Izgara Tava,299.95,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Yaylatürk Kekikli Hindi But Füme Jambon - 120 Gr,220.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Carrefour Deniz Ürünleri Salatası 200 Gr,154.99,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Kavurma 150 Gr Emin,140.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Lezzetlim Dana Kıyma 400 Gr,189.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Döner Dana 250 Gr Baştacı,115.75,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Salam Piliç Büfe 1000 Gr Lezita Bi Lezzetli,59.5,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Kuşbaşı Dana 400 Gr,205.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Pınar Hindi Doyum Sucuk 225 Gr,95.9,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Keskinoğlu Kalçalı But,59.9,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Aytaç Dana Mangal Sucuk 350 Gr,210.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Imren Piliç Kalçalı But,74.9,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Kocaman İsli Midye 200 Gr,249.95,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Polonez Hindi Parça Etli Salam 90 Gr,49.5,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Sultan Dana Evlik Sucuk 400 Gr,185.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Migros Hindi Füme Eti 90 Gr,34.75,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Namet Dana Kangal Sucuk 250 Gr,109.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Pastırma Çemensiz 120 Gr Çapanoğlu,149.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Dana Kurutulmuş Füme Et 100 Gr Şahin,135.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Namet Fıstıklı Hindi Salam 7/24 50 Gr,17.5,True,+3 Market,"[17.5, 18.95, 19.5, 20.0]",18.9875,17.5,20.0
"Et, Tavuk ve Bal%C4%B1k",Aytaç Şipşak Hindi Salam Dilimli 75 Gr,17.5,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Kuzu Kuşbaşı,845.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Salam Dana Dilimli 60 Gr Baştacı Mini,24.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Nugget Piliç 300 Gr Lezita,45.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Döner Dürüm Tavuk 170 Gr Beşler,25.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Carrefour Ahtapot Salatası 200 Gr,129.99,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Erşan Vakumlu Kangal Sucuk 250 Gr,189.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Başyazıcı Inan Seçme Pastırma 80 Gr,99.9,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Pınar Keyifle Dana Macar Salam Büyük Dilim 50 Gr,28.75,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Dana Kuşbaşı 500 Gr,254.9,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Pınar Kahvaltılık Macar Salam 250 G,231.9,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Sucuk Dana Kangal Isıl 500 Gr Namet,215.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Kavurma 150 Gr Emin,140.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Banvit Vakumlu Piliç Sucuk 250g,42.5,True,+1 Market,"[17.5, 18.95, 19.5, 20.0]",18.9875,17.5,20.0
"Et, Tavuk ve Bal%C4%B1k",Keskinoğlu Poşetli Piliç 15-17,87.5,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Beypiliç Tabaklıo But Izgara,209.5,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Keskinoğlu But Pirzola,139.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Salam Piliç Büfe 1000 Gr Lezita Bi Lezzetli,59.5,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Hazır Pişmiş Kebap Acı Pro Şef 400 Gr Lezita,59.5,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Sultan Baton Sucuk Isıl İşlem 380 Gr,159.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Polonez Macar Salam 90 Gr,69.9,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Aytaç Dana Mangal Sucuk 350 Gr,210.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Lezita Kalçalı But,79.9,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Köfte Dana Izgara 400 Gr Beşler,179.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Dana Kangal Sucuk 400 Gr Cumhuriyet,339.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Polonez Çemeni Sıyrılmış Pastırma 75 Gr,245.9,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Sucuk Dana Dilimli 250 Gr Emin,129.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Banvit Bonfile Göğüs,234.5,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Salam Piliç Dilimli 60 Gr Lezita,13.5,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Carrefour Hindi Salam 50 Gr,12.5,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Tadpi Piliç Baget,109.5,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Sucuk Dana Kangal Isıl 500 Gr Namet,215.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Tarım Kredi Donuk Dana Kavurma Kg,859.9,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Kavurma Dana 250 Gr,179.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Polonez Hindi Füme Eti 50 Gr,60.5,True,+1 Market,"[60.5, 62.95]",61.725,60.5,62.95
"Et, Tavuk ve Bal%C4%B1k",Salam Dana Dilimli Macar 60 Gr Torku,31.75,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Apikoğlu Dana Pastırma Çemeni Sıyrılmış,309.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Müslümoğlu Dilimli Pastırma 120 Gr,159.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Pınar Hindi Doyum Sucuk 225 Gr,95.9,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Dana Antrikot,759.9,True,+1 Market,"[759.9, 849.0]",804.45,759.9,849.0
"Et, Tavuk ve Bal%C4%B1k",Jambon Piliç 2 X 60 Gr Polonez,37.5,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Tarım Kredi Dana Macar Salam 250 Gr,89.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Lezita Kanat,199.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Erpiliç Kalçalı But,104.95,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Torku Etli Macar Salam 250 G,189.95,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Sucuk Dana 250 Gr Fermente Gold Beşler,155.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Carrefour Hindi Füme 50 Gr,17.95,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Polonez Hindi Füme 2*110 Gr,127.9,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",But Izgara Tava Tavuk Tabak,210.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Sucuk Piliç Büfe 450 Gr Gedik,74.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Sucuk Piliç Baton 300 Gr Tombik,49.5,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Müslümoğlu Dana Pastırma Çemeni Sıyrılmış 100 Gr,179.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Sucuk Dana Fermente Kangal 200 Gr Danet,95.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Sucuk Dana Dilimli 250 Gr Emin,129.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Kocaman Marine Hamsi 200 Gr,119.95,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Keskinoğlu Baget,109.5,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Sucuk Piliç Dilimli 400 Gr Sultan,67.5,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Kalçalı But Tavuk Tabak,79.9,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Migros Dana Sucuk 250 Gr,159.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Maret Dana İşkembe Pişmiş 400 Gr,95.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Tarım Kredi Dana Işıl İşlem Görmüş Parmak Sucuk 300 Gr,149.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Erpiliç Poşetli Bütün Piliç,99.95,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Pınar Aç Bitir Büyük Dilim Hindi Füme 60 Gr,33.5,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Sultan Baton Sucuk Isıl İşlem 380 Gr,159.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Namet 7/24 Fıstıklı Dana Macar Salam 50 Gr,37.95,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Sucuk Dana Kangal Isıl 500 Gr Namet,215.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Sucuk Dana Kangal Isıl 220 Gr Coşkun,138.5,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Dana Bonfile ,899.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Polonez Pastırma 90 Gr,273.5,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Migros Somon Füme 100 Gr,219.9,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Pastırma Çem.sıy.90g Cumhuriyet,119.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Torku Isıl İşlem Kangal Sucuk Kg,619.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Sucuk Piliç Kangal 250 Gr Tombik,42.5,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Erşan Vakumlu Kangal Sucuk 200 Gr,174.25,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Polonez Çemeni Sıyrılmış Pastırma 75 Gr,245.9,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Sucuk Dana Dilimli 250 Gr Namet,115.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Polonez Kangal Sucuk 180 Gr,164.9,True,+1 Market,"[164.9, 185.0]",174.95,164.9,185.0
"Et, Tavuk ve Bal%C4%B1k",Tavuk Bonfile Küçük Tabak Şenpiliç ,210.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Banvit Piliç Kalçalı But,114.95,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Elit Defne Sucuk Dilimli Isıl İşlem 250 Gr,115.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Maret Enfes Dana Macar Salam 60 Gr,24.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Sucuk Dana Baton Isıl 350 Gr Baştacı,146.25,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Migros Hindi Füme Eti 90 Gr,34.75,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Müslümoğu Dilim Dana Kavurma 150 Gr,129.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Erpiliç Baget,134.95,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",İmren Poşetli Bütün Piliç,79.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Namet Dana Kangal Sucuk 250 Gr,109.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Salam Piliç 500 Gr,49.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Polonez Hindi Salam 90 Gr,49.5,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Namet Piliç Füme 150 Gr,82.9,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Tadpi Poşet Bütün Piliç,92.5,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Lezita Dilimli Piliç Sucuk 400 Gr,67.5,True,+1 Market,"[67.5, 67.5]",67.5,67.5,67.5
"Et, Tavuk ve Bal%C4%B1k",Hazır Dana Döner 200 Gr Nostalji Beşler,99.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Carrefour Ahtapot Salatası 200 Gr,129.99,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Apikoğlu Çerezlik Pastırma 100 Gr,365.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Tadpi Piliç Izgara Tava,210.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Sucuk Dana Kangal Isıl 500 Gr Namet,215.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Pınar Keyifle Dana Macar Salam Büyük Dilim 50 Gr,28.75,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Nugget Piliç 300 Gr Banvit,45.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Tarım Kredi Dana Pastırma 120 Gr,149.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Sucuk Dana Kangal Isıl 250 Gr Baştacı,109.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Sultan Dana Evlik Sucuk 400 Gr,185.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Erpiliç Poşetli Bütün Piliç,99.95,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Baget Tavuk Tabak,109.5,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Apikoğlu Dana Sucuk 100 Gr,89.9,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Namet 7 / 24 Hindi Salam 60 Gr,17.5,True,+2 Market,"[61.9, 73.5]",67.7,61.9,73.5
"Et, Tavuk ve Bal%C4%B1k",Migros Tam Yetti Hindi Parça Etli Salam 60 Gr,22.5,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Namet Dana Kavurma 150 Gr,189.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Banvit Piliç Izgara Tava 750 Gr,299.95,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Dana Bonfile ,899.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Pınar Keyifle Hindi Salam 500 Gr,65.0,True,+1 Market,"[61.9, 73.5]",67.7,61.9,73.5
"Et, Tavuk ve Bal%C4%B1k",Banvit Tabak Piliç Izgara Kanat,249.5,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Kuzu Incik Haşlama ,690.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Maret Enfes Dana Macar Salam 60 Gr,24.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Sucuk Piliç Kangal 400 Gr Beşler,85.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Sucuk Dana Parmak Fermente 140 Gr Şahin,99.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Polonez Dana Macar Salam 50 Gr,61.9,True,+1 Market,"[61.9, 73.5]",67.7,61.9,73.5
"Et, Tavuk ve Bal%C4%B1k",Torku Isıl İşlem Kangal Sucuk Kg,619.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Migros Karides 400 Gr,299.95,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Pınar Aç Bitir Macar Salam 60 Gr,49.25,True,+1 Market,"[61.9, 73.5]",67.7,61.9,73.5
"Et, Tavuk ve Bal%C4%B1k",Dana Sote 400 Gr Emin,219.0,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Sultan Premium Dana Kavurma 100 Gr,134.9,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Döner Piliç 200 Gr Keskinoğlu,62.5,False,,[],,,
"Et, Tavuk ve Bal%C4%B1k",Banvit Piliç Pirzola 750 Gr,139.95,False,,[],,,
